imagePath,label
dataset/train/images/206009.png,0
dataset/train/images/38635.png,1
dataset/train/images/17878.png,1
dataset/train/images/196041.png,0
dataset/train/images/53924.png,1
dataset/train/images/82609.png,1
dataset/train/images/504007.png,1
dataset/train/images/165014.png,1
dataset/train/images/463211.png,0
dataset/train/images/63740.png,1
dataset/train/images/223896.png,0
dataset/train/images/3769.png,1
dataset/train/images/244719.png,0
dataset/train/images/10676.png,1
dataset/train/images/28424.png,1
dataset/train/images/9010.png,1
dataset/train/images/12662.png,1
dataset/train/images/501656.png,1
dataset/train/images/33061.png,1
dataset/train/images/33469.png,1
dataset/train/images/221696.png,0
dataset/train/images/211911.png,0
dataset/train/images/238819.png,0
dataset/train/images/191427.png,0
dataset/train/images/92513.png,1
dataset/train/images/107569.png,1
dataset/train/images/200760.png,0
dataset/train/images/196355.png,0
dataset/train/images/212273.png,0
dataset/train/images/241414.png,0
dataset/train/images/366761.png,1
dataset/train/images/226670.png,0
dataset/train/images/221687.png,0
dataset/train/images/43026.png,1
dataset/train/images/191166.png,0
dataset/train/images/206762.png,0
dataset/train/images/254938.png,0
dataset/train/images/212467.png,0
dataset/train/images/463563.png,0
dataset/train/images/124251.png,1
dataset/train/images/459942.png,0
dataset/train/images/225921.png,0
dataset/train/images/504973.png,1
dataset/train/images/253163.png,0
dataset/train/images/202837.png,0
dataset/train/images/218296.png,0
dataset/train/images/203875.png,0
dataset/train/images/200483.png,0
dataset/train/images/209966.png,0
dataset/train/images/59980.png,1
dataset/train/images/235484.png,0
dataset/train/images/202938.png,0
dataset/train/images/15743.png,1
dataset/train/images/248955.png,0
dataset/train/images/458586.png,0
dataset/train/images/56558.png,1
dataset/train/images/178807.png,1
dataset/train/images/57979.png,1
dataset/train/images/39706.png,1
dataset/train/images/60997.png,1
dataset/train/images/91773.png,1
dataset/train/images/465063.png,0
dataset/train/images/23214.png,1
dataset/train/images/206968.png,0
dataset/train/images/20813.png,1
dataset/train/images/497534.png,1
dataset/train/images/500525.png,1
dataset/train/images/209120.png,0
dataset/train/images/500098.png,1
dataset/train/images/43441.png,1
dataset/train/images/222262.png,0
dataset/train/images/503555.png,1
dataset/train/images/254098.png,0
dataset/train/images/11492.png,1
dataset/train/images/249705.png,0
dataset/train/images/232153.png,0
dataset/train/images/55888.png,1
dataset/train/images/209643.png,0
dataset/train/images/249410.png,0
dataset/train/images/37555.png,1
dataset/train/images/255921.png,0
dataset/train/images/249720.png,0
dataset/train/images/221304.png,0
dataset/train/images/197447.png,0
dataset/train/images/509572.png,1
dataset/train/images/218904.png,0
dataset/train/images/58530.png,1
dataset/train/images/10630.png,1
dataset/train/images/458503.png,0
dataset/train/images/513001.png,1
dataset/train/images/94387.png,1
dataset/train/images/33851.png,1
dataset/train/images/60989.png,1
dataset/train/images/187379.png,0
dataset/train/images/4953.png,1
dataset/train/images/513988.png,1
dataset/train/images/497259.png,1
dataset/train/images/514650.png,1
dataset/train/images/230918.png,0
dataset/train/images/11750.png,1
dataset/train/images/475904.png,1
dataset/train/images/190077.png,0
dataset/train/images/184565.png,0
dataset/train/images/50366.png,1
dataset/train/images/246549.png,0
dataset/train/images/219798.png,0
dataset/train/images/51958.png,1
dataset/train/images/463132.png,0
dataset/train/images/87941.png,1
dataset/train/images/18272.png,1
dataset/train/images/230935.png,0
dataset/train/images/232504.png,0
dataset/train/images/190565.png,0
dataset/train/images/6003.png,1
dataset/train/images/208538.png,0
dataset/train/images/191725.png,0
dataset/train/images/204415.png,0
dataset/train/images/227581.png,0
dataset/train/images/530306.png,1
dataset/train/images/27300.png,1
dataset/train/images/6207.png,1
dataset/train/images/99819.png,1
dataset/train/images/80243.png,1
dataset/train/images/253936.png,0
dataset/train/images/227208.png,0
dataset/train/images/219547.png,0
dataset/train/images/210326.png,0
dataset/train/images/206588.png,0
dataset/train/images/225156.png,0
dataset/train/images/464504.png,0
dataset/train/images/248349.png,0
dataset/train/images/195733.png,0
dataset/train/images/38597.png,1
dataset/train/images/457959.png,0
dataset/train/images/449933.png,1
dataset/train/images/41763.png,1
dataset/train/images/241517.png,0
dataset/train/images/199842.png,0
dataset/train/images/507419.png,1
dataset/train/images/18098.png,1
dataset/train/images/476546.png,1
dataset/train/images/3554.png,1
dataset/train/images/201082.png,0
dataset/train/images/26833.png,1
dataset/train/images/240598.png,0
dataset/train/images/458814.png,0
dataset/train/images/194640.png,0
dataset/train/images/39723.png,1
dataset/train/images/238291.png,0
dataset/train/images/81052.png,1
dataset/train/images/217393.png,0
dataset/train/images/202207.png,0
dataset/train/images/54543.png,1
dataset/train/images/192977.png,0
dataset/train/images/64144.png,1
dataset/train/images/34009.png,1
dataset/train/images/217499.png,0
dataset/train/images/239189.png,0
dataset/train/images/62312.png,1
dataset/train/images/221675.png,0
dataset/train/images/236625.png,0
dataset/train/images/34601.png,1
dataset/train/images/32563.png,1
dataset/train/images/508367.png,1
dataset/train/images/32180.png,1
dataset/train/images/323546.png,1
dataset/train/images/12220.png,1
dataset/train/images/245110.png,0
dataset/train/images/246093.png,0
dataset/train/images/249937.png,0
dataset/train/images/509014.png,1
dataset/train/images/232356.png,0
dataset/train/images/54953.png,1
dataset/train/images/242129.png,0
dataset/train/images/224564.png,0
dataset/train/images/47869.png,1
dataset/train/images/217176.png,0
dataset/train/images/230251.png,0
dataset/train/images/238897.png,0
dataset/train/images/21179.png,1
dataset/train/images/203023.png,0
dataset/train/images/74313.png,1
dataset/train/images/100563.png,1
dataset/train/images/224259.png,0
dataset/train/images/465660.png,0
dataset/train/images/238055.png,0
dataset/train/images/24080.png,1
dataset/train/images/43382.png,1
dataset/train/images/189666.png,0
dataset/train/images/462015.png,0
dataset/train/images/270329.png,1
dataset/train/images/54443.png,1
dataset/train/images/222537.png,0
dataset/train/images/25675.png,1
dataset/train/images/257835.png,0
dataset/train/images/44026.png,1
dataset/train/images/47141.png,1
dataset/train/images/77447.png,1
dataset/train/images/73631.png,1
dataset/train/images/210922.png,0
dataset/train/images/461650.png,0
dataset/train/images/460470.png,0
dataset/train/images/197061.png,0
dataset/train/images/28139.png,1
dataset/train/images/184250.png,0
dataset/train/images/122089.png,1
dataset/train/images/24767.png,1
dataset/train/images/100856.png,1
dataset/train/images/250658.png,0
dataset/train/images/235342.png,0
dataset/train/images/216538.png,0
dataset/train/images/255392.png,0
dataset/train/images/248427.png,0
dataset/train/images/213144.png,0
dataset/train/images/20269.png,1
dataset/train/images/16487.png,1
dataset/train/images/231981.png,0
dataset/train/images/38340.png,1
dataset/train/images/251789.png,0
dataset/train/images/202466.png,0
dataset/train/images/460305.png,0
dataset/train/images/242787.png,0
dataset/train/images/41675.png,1
dataset/train/images/240465.png,0
dataset/train/images/44169.png,1
dataset/train/images/49953.png,1
dataset/train/images/87662.png,1
dataset/train/images/10471.png,1
dataset/train/images/319810.png,1
dataset/train/images/41211.png,1
dataset/train/images/37700.png,1
dataset/train/images/221694.png,0
dataset/train/images/199746.png,0
dataset/train/images/69384.png,1
dataset/train/images/156153.png,1
dataset/train/images/212110.png,0
dataset/train/images/252706.png,0
dataset/train/images/504885.png,1
dataset/train/images/233884.png,0
dataset/train/images/221648.png,0
dataset/train/images/64999.png,1
dataset/train/images/475754.png,1
dataset/train/images/33436.png,1
dataset/train/images/208372.png,0
dataset/train/images/231108.png,0
dataset/train/images/37168.png,1
dataset/train/images/111703.png,1
dataset/train/images/510620.png,1
dataset/train/images/475090.png,1
dataset/train/images/2671.png,1
dataset/train/images/129316.png,1
dataset/train/images/188157.png,0
dataset/train/images/227170.png,0
dataset/train/images/235605.png,0
dataset/train/images/24380.png,1
dataset/train/images/477882.png,1
dataset/train/images/250657.png,0
dataset/train/images/463614.png,0
dataset/train/images/508075.png,1
dataset/train/images/514302.png,1
dataset/train/images/202650.png,0
dataset/train/images/234391.png,0
dataset/train/images/500960.png,1
dataset/train/images/23296.png,1
dataset/train/images/244457.png,0
dataset/train/images/465754.png,0
dataset/train/images/23640.png,1
dataset/train/images/43913.png,1
dataset/train/images/93350.png,1
dataset/train/images/515199.png,1
dataset/train/images/457004.png,0
dataset/train/images/441128.png,1
dataset/train/images/189709.png,0
dataset/train/images/95467.png,1
dataset/train/images/478409.png,1
dataset/train/images/222985.png,0
dataset/train/images/13832.png,1
dataset/train/images/8661.png,1
dataset/train/images/191097.png,0
dataset/train/images/465432.png,0
dataset/train/images/251469.png,0
dataset/train/images/479732.png,1
dataset/train/images/210491.png,0
dataset/train/images/220252.png,0
dataset/train/images/216653.png,0
dataset/train/images/457850.png,0
dataset/train/images/223412.png,0
dataset/train/images/203070.png,0
dataset/train/images/234841.png,0
dataset/train/images/37979.png,1
dataset/train/images/217333.png,0
dataset/train/images/245554.png,0
dataset/train/images/229305.png,0
dataset/train/images/46564.png,1
dataset/train/images/95526.png,1
dataset/train/images/20891.png,1
dataset/train/images/199203.png,0
dataset/train/images/455512.png,0
dataset/train/images/201521.png,0
dataset/train/images/194214.png,0
dataset/train/images/231163.png,0
dataset/train/images/190631.png,0
dataset/train/images/498150.png,1
dataset/train/images/225746.png,0
dataset/train/images/48043.png,1
dataset/train/images/16449.png,1
dataset/train/images/123670.png,1
dataset/train/images/13432.png,1
dataset/train/images/211455.png,0
dataset/train/images/478100.png,1
dataset/train/images/191894.png,0
dataset/train/images/73546.png,1
dataset/train/images/66183.png,1
dataset/train/images/225873.png,0
dataset/train/images/216809.png,0
dataset/train/images/206933.png,0
dataset/train/images/245409.png,0
dataset/train/images/90566.png,1
dataset/train/images/228866.png,0
dataset/train/images/510979.png,1
dataset/train/images/459234.png,0
dataset/train/images/502499.png,1
dataset/train/images/232454.png,0
dataset/train/images/250055.png,0
dataset/train/images/26870.png,1
dataset/train/images/158333.png,1
dataset/train/images/209678.png,0
dataset/train/images/243751.png,0
dataset/train/images/475681.png,1
dataset/train/images/28949.png,1
dataset/train/images/239655.png,0
dataset/train/images/218773.png,0
dataset/train/images/228174.png,0
dataset/train/images/226128.png,0
dataset/train/images/189128.png,0
dataset/train/images/7147.png,1
dataset/train/images/78659.png,1
dataset/train/images/50455.png,1
dataset/train/images/212135.png,0
dataset/train/images/228713.png,0
dataset/train/images/116393.png,1
dataset/train/images/201454.png,0
dataset/train/images/227072.png,0
dataset/train/images/214440.png,0
dataset/train/images/50006.png,1
dataset/train/images/4942.png,1
dataset/train/images/233751.png,0
dataset/train/images/506269.png,1
dataset/train/images/54339.png,1
dataset/train/images/478426.png,1
dataset/train/images/479567.png,1
dataset/train/images/222318.png,0
dataset/train/images/46125.png,1
dataset/train/images/2678.png,1
dataset/train/images/232094.png,0
dataset/train/images/502046.png,1
dataset/train/images/233325.png,0
dataset/train/images/110177.png,1
dataset/train/images/215404.png,0
dataset/train/images/58076.png,1
dataset/train/images/207457.png,0
dataset/train/images/230825.png,0
dataset/train/images/25985.png,1
dataset/train/images/246918.png,0
dataset/train/images/458789.png,0
dataset/train/images/209317.png,0
dataset/train/images/463120.png,0
dataset/train/images/204089.png,0
dataset/train/images/51892.png,1
dataset/train/images/195410.png,0
dataset/train/images/243469.png,0
dataset/train/images/184889.png,0
dataset/train/images/208348.png,0
dataset/train/images/30188.png,1
dataset/train/images/70518.png,1
dataset/train/images/241329.png,0
dataset/train/images/240861.png,0
dataset/train/images/185740.png,0
dataset/train/images/231749.png,0
dataset/train/images/461662.png,0
dataset/train/images/215437.png,0
dataset/train/images/184661.png,0
dataset/train/images/16247.png,1
dataset/train/images/35359.png,1
dataset/train/images/477927.png,1
dataset/train/images/506790.png,1
dataset/train/images/222304.png,0
dataset/train/images/256565.png,0
dataset/train/images/165943.png,1
dataset/train/images/56876.png,1
dataset/train/images/323580.png,1
dataset/train/images/255666.png,0
dataset/train/images/454946.png,0
dataset/train/images/252250.png,0
dataset/train/images/187694.png,0
dataset/train/images/7490.png,1
dataset/train/images/213238.png,0
dataset/train/images/982.png,1
dataset/train/images/501310.png,1
dataset/train/images/77416.png,1
dataset/train/images/12242.png,1
dataset/train/images/64395.png,1
dataset/train/images/53176.png,1
dataset/train/images/41783.png,1
dataset/train/images/64226.png,1
dataset/train/images/201611.png,0
dataset/train/images/22580.png,1
dataset/train/images/63061.png,1
dataset/train/images/38452.png,1
dataset/train/images/117652.png,1
dataset/train/images/216116.png,0
dataset/train/images/460402.png,0
dataset/train/images/253680.png,0
dataset/train/images/33362.png,1
dataset/train/images/192737.png,0
dataset/train/images/6856.png,1
dataset/train/images/111384.png,1
dataset/train/images/111371.png,1
dataset/train/images/36334.png,1
dataset/train/images/256935.png,0
dataset/train/images/36601.png,1
dataset/train/images/243094.png,0
dataset/train/images/455100.png,0
dataset/train/images/502652.png,1
dataset/train/images/412351.png,1
dataset/train/images/509302.png,1
dataset/train/images/31514.png,1
dataset/train/images/36789.png,1
dataset/train/images/18457.png,1
dataset/train/images/254662.png,0
dataset/train/images/213312.png,0
dataset/train/images/44506.png,1
dataset/train/images/196739.png,0
dataset/train/images/251856.png,0
dataset/train/images/223342.png,0
dataset/train/images/89689.png,1
dataset/train/images/245526.png,0
dataset/train/images/455003.png,0
dataset/train/images/234158.png,0
dataset/train/images/211742.png,0
dataset/train/images/89428.png,1
dataset/train/images/216605.png,0
dataset/train/images/248357.png,0
dataset/train/images/247440.png,0
dataset/train/images/367061.png,1
dataset/train/images/14247.png,1
dataset/train/images/459278.png,0
dataset/train/images/59593.png,1
dataset/train/images/234805.png,0
dataset/train/images/116289.png,1
dataset/train/images/42329.png,1
dataset/train/images/64493.png,1
dataset/train/images/57575.png,1
dataset/train/images/458016.png,0
dataset/train/images/510816.png,1
dataset/train/images/60203.png,1
dataset/train/images/152830.png,1
dataset/train/images/56119.png,1
dataset/train/images/201141.png,0
dataset/train/images/460073.png,0
dataset/train/images/87306.png,1
dataset/train/images/55717.png,1
dataset/train/images/441083.png,1
dataset/train/images/38085.png,1
dataset/train/images/210109.png,0
dataset/train/images/16073.png,1
dataset/train/images/67122.png,1
dataset/train/images/236008.png,0
dataset/train/images/238399.png,0
dataset/train/images/481148.png,1
dataset/train/images/479959.png,1
dataset/train/images/29201.png,1
dataset/train/images/194265.png,0
dataset/train/images/197429.png,0
dataset/train/images/501614.png,1
dataset/train/images/233844.png,0
dataset/train/images/57183.png,1
dataset/train/images/59907.png,1
dataset/train/images/216868.png,0
dataset/train/images/255856.png,0
dataset/train/images/505556.png,1
dataset/train/images/9421.png,1
dataset/train/images/191073.png,0
dataset/train/images/240937.png,0
dataset/train/images/211391.png,0
dataset/train/images/202966.png,0
dataset/train/images/74737.png,1
dataset/train/images/26814.png,1
dataset/train/images/1807.png,1
dataset/train/images/2408.png,1
dataset/train/images/245716.png,0
dataset/train/images/229599.png,0
dataset/train/images/131.png,1
dataset/train/images/460116.png,0
dataset/train/images/9343.png,1
dataset/train/images/233117.png,0
dataset/train/images/16282.png,1
dataset/train/images/170704.png,1
dataset/train/images/54475.png,1
dataset/train/images/59917.png,1
dataset/train/images/196554.png,0
dataset/train/images/193882.png,0
dataset/train/images/186661.png,0
dataset/train/images/228026.png,0
dataset/train/images/231738.png,0
dataset/train/images/211712.png,0
dataset/train/images/218171.png,0
dataset/train/images/8872.png,1
dataset/train/images/251350.png,0
dataset/train/images/40357.png,1
dataset/train/images/39317.png,1
dataset/train/images/218670.png,0
dataset/train/images/13550.png,1
dataset/train/images/206708.png,0
dataset/train/images/39458.png,1
dataset/train/images/58483.png,1
dataset/train/images/11110.png,1
dataset/train/images/514990.png,1
dataset/train/images/69881.png,1
dataset/train/images/460976.png,0
dataset/train/images/55426.png,1
dataset/train/images/254390.png,0
dataset/train/images/190697.png,0
dataset/train/images/2192.png,1
dataset/train/images/7015.png,1
dataset/train/images/123819.png,1
dataset/train/images/218693.png,0
dataset/train/images/219131.png,0
dataset/train/images/184998.png,0
dataset/train/images/500935.png,1
dataset/train/images/219867.png,0
dataset/train/images/506663.png,1
dataset/train/images/212329.png,0
dataset/train/images/500512.png,1
dataset/train/images/25935.png,1
dataset/train/images/64438.png,1
dataset/train/images/2533.png,1
dataset/train/images/211962.png,0
dataset/train/images/169665.png,1
dataset/train/images/47450.png,1
dataset/train/images/269568.png,1
dataset/train/images/6575.png,1
dataset/train/images/329336.png,1
dataset/train/images/505208.png,1
dataset/train/images/166471.png,1
dataset/train/images/58718.png,1
dataset/train/images/199844.png,0
dataset/train/images/31220.png,1
dataset/train/images/455796.png,0
dataset/train/images/213732.png,0
dataset/train/images/25055.png,1
dataset/train/images/193261.png,0
dataset/train/images/247365.png,0
dataset/train/images/95994.png,1
dataset/train/images/81541.png,1
dataset/train/images/220715.png,0
dataset/train/images/185739.png,0
dataset/train/images/187703.png,0
dataset/train/images/457892.png,0
dataset/train/images/256483.png,0
dataset/train/images/236307.png,0
dataset/train/images/128021.png,1
dataset/train/images/202107.png,0
dataset/train/images/228999.png,0
dataset/train/images/225757.png,0
dataset/train/images/480797.png,1
dataset/train/images/21253.png,1
dataset/train/images/464624.png,0
dataset/train/images/207416.png,0
dataset/train/images/18460.png,1
dataset/train/images/256282.png,0
dataset/train/images/498139.png,1
dataset/train/images/45772.png,1
dataset/train/images/241976.png,0
dataset/train/images/232536.png,0
dataset/train/images/46833.png,1
dataset/train/images/205061.png,0
dataset/train/images/215765.png,0
dataset/train/images/205250.png,0
dataset/train/images/108461.png,1
dataset/train/images/511646.png,1
dataset/train/images/44344.png,1
dataset/train/images/461067.png,0
dataset/train/images/205256.png,0
dataset/train/images/245330.png,0
dataset/train/images/27123.png,1
dataset/train/images/226703.png,0
dataset/train/images/64026.png,1
dataset/train/images/2593.png,1
dataset/train/images/22116.png,1
dataset/train/images/480291.png,1
dataset/train/images/529546.png,1
dataset/train/images/509245.png,1
dataset/train/images/460450.png,0
dataset/train/images/62231.png,1
dataset/train/images/227938.png,0
dataset/train/images/196367.png,0
dataset/train/images/229109.png,0
dataset/train/images/8129.png,1
dataset/train/images/41035.png,1
dataset/train/images/176903.png,1
dataset/train/images/1327.png,1
dataset/train/images/190044.png,0
dataset/train/images/115116.png,1
dataset/train/images/205289.png,0
dataset/train/images/222638.png,0
dataset/train/images/39406.png,1
dataset/train/images/128393.png,1
dataset/train/images/240474.png,0
dataset/train/images/210917.png,0
dataset/train/images/228950.png,0
dataset/train/images/8895.png,1
dataset/train/images/209620.png,0
dataset/train/images/214721.png,0
dataset/train/images/10006.png,1
dataset/train/images/221159.png,0
dataset/train/images/44083.png,1
dataset/train/images/97149.png,1
dataset/train/images/228605.png,0
dataset/train/images/478996.png,1
dataset/train/images/18224.png,1
dataset/train/images/19784.png,1
dataset/train/images/198137.png,0
dataset/train/images/90384.png,1
dataset/train/images/203037.png,0
dataset/train/images/223092.png,0
dataset/train/images/45312.png,1
dataset/train/images/7691.png,1
dataset/train/images/476755.png,1
dataset/train/images/196081.png,0
dataset/train/images/218140.png,0
dataset/train/images/67021.png,1
dataset/train/images/215296.png,0
dataset/train/images/253769.png,0
dataset/train/images/140467.png,1
dataset/train/images/214216.png,0
dataset/train/images/229385.png,0
dataset/train/images/191779.png,0
dataset/train/images/377053.png,1
dataset/train/images/44173.png,1
dataset/train/images/81237.png,1
dataset/train/images/454756.png,0
dataset/train/images/107735.png,1
dataset/train/images/205337.png,0
dataset/train/images/14377.png,1
dataset/train/images/17901.png,1
dataset/train/images/253119.png,0
dataset/train/images/188974.png,0
dataset/train/images/505461.png,1
dataset/train/images/219035.png,0
dataset/train/images/191924.png,0
dataset/train/images/17565.png,1
dataset/train/images/90120.png,1
dataset/train/images/193740.png,0
dataset/train/images/3491.png,1
dataset/train/images/3847.png,1
dataset/train/images/464677.png,0
dataset/train/images/252932.png,0
dataset/train/images/202267.png,0
dataset/train/images/55936.png,1
dataset/train/images/191179.png,0
dataset/train/images/464456.png,0
dataset/train/images/251867.png,0
dataset/train/images/199055.png,0
dataset/train/images/1251.png,1
dataset/train/images/44622.png,1
dataset/train/images/224548.png,0
dataset/train/images/463437.png,0
dataset/train/images/24313.png,1
dataset/train/images/231334.png,0
dataset/train/images/171601.png,1
dataset/train/images/214756.png,0
dataset/train/images/178457.png,1
dataset/train/images/58169.png,1
dataset/train/images/218306.png,0
dataset/train/images/2089.png,1
dataset/train/images/191816.png,0
dataset/train/images/214115.png,0
dataset/train/images/481668.png,1
dataset/train/images/45063.png,1
dataset/train/images/227869.png,0
dataset/train/images/208186.png,0
dataset/train/images/24123.png,1
dataset/train/images/123969.png,1
dataset/train/images/476239.png,1
dataset/train/images/212325.png,0
dataset/train/images/514660.png,1
dataset/train/images/255843.png,0
dataset/train/images/185675.png,0
dataset/train/images/255115.png,0
dataset/train/images/22207.png,1
dataset/train/images/226691.png,0
dataset/train/images/200615.png,0
dataset/train/images/198491.png,0
dataset/train/images/481226.png,1
dataset/train/images/237072.png,0
dataset/train/images/183145.png,0
dataset/train/images/26962.png,1
dataset/train/images/482820.png,1
dataset/train/images/45155.png,1
dataset/train/images/228022.png,0
dataset/train/images/44836.png,1
dataset/train/images/243515.png,0
dataset/train/images/47744.png,1
dataset/train/images/206587.png,0
dataset/train/images/221143.png,0
dataset/train/images/85736.png,1
dataset/train/images/131829.png,1
dataset/train/images/42015.png,1
dataset/train/images/465640.png,0
dataset/train/images/213375.png,0
dataset/train/images/249602.png,0
dataset/train/images/200122.png,0
dataset/train/images/261632.png,1
dataset/train/images/462966.png,0
dataset/train/images/190735.png,0
dataset/train/images/32812.png,1
dataset/train/images/244257.png,0
dataset/train/images/190111.png,0
dataset/train/images/3885.png,1
dataset/train/images/250787.png,0
dataset/train/images/45211.png,1
dataset/train/images/475839.png,1
dataset/train/images/501147.png,1
dataset/train/images/208874.png,0
dataset/train/images/60087.png,1
dataset/train/images/455492.png,0
dataset/train/images/206774.png,0
dataset/train/images/243043.png,0
dataset/train/images/67503.png,1
dataset/train/images/508852.png,1
