filename,label
11158,1
52342,1
199441,0
481169,1
20645,1
481561,1
235096,0
243428,0
232204,0
212526,0
42075,1
207108,0
464220,0
458789,0
182770,0
221999,0
504361,1
196234,0
183691,0
185748,0
248646,0
513742,1
257309,0
219054,0
238891,0
247729,0
20042,1
68808,1
208645,0
53009,1
182863,0
244018,0
191398,0
51205,1
513000,1
55821,1
73546,1
480893,1
15083,1
197492,0
182915,0
196739,0
13324,1
17272,1
506449,1
205443,0
187703,0
255053,0
232120,0
481353,1
195409,0
249836,0
191725,0
224643,0
185299,0
196495,0
90993,1
40171,1
47374,1
511363,1
103436,1
505955,1
47129,1
41175,1
10874,1
63413,1
214766,0
235194,0
25524,1
201769,0
224308,0
199059,0
4716,1
86110,1
192753,0
456994,0
199406,0
200615,0
465502,0
208867,0
8734,1
515222,1
3364,1
237912,0
27925,1
58162,1
49628,1
14391,1
190266,0
69384,1
34558,1
69706,1
44605,1
188502,0
218574,0
227774,0
498998,1
497319,1
184682,0
84922,1
479499,1
5848,1
253319,0
249720,0
231924,0
254662,0
500512,1
238244,0
169907,1
184202,0
232220,0
196684,0
503482,1
34429,1
8129,1
185294,0
220918,0
240304,0
34202,1
207245,0
216703,0
233202,0
52231,1
215593,0
460275,0
212420,0
508059,1
459945,0
5595,1
20930,1
230935,0
242834,0
466002,0
509332,1
230092,0
183998,0
36145,1
44173,1
209608,0
36866,1
84482,1
15653,1
43199,1
7989,1
232948,0
203870,0
224423,0
253701,0
30824,1
32685,1
475195,1
191315,0
28560,1
198200,0
251294,0
197769,0
193855,0
9269,1
17614,1
123995,1
240914,0
466162,0
201964,0
239122,0
465015,0
506269,1
135606,1
478406,1
52572,1
123893,1
482492,1
437476,1
53257,1
137978,1
62017,1
41763,1
230895,0
10043,1
35348,1
29310,1
222781,0
186418,0
205554,0
217878,0
71817,1
89228,1
512980,1
206869,0
22345,1
10677,1
42569,1
227971,0
33806,1
42081,1
204179,0
207204,0
149932,1
187880,0
39502,1
208582,0
57974,1
41762,1
242129,0
239905,0
41187,1
66294,1
225729,0
131,1
247519,0
235354,0
40367,1
246464,0
15572,1
234700,0
459449,0
196389,0
455745,0
529308,1
236916,0
9512,1
230419,0
505280,1
247857,0
231207,0
193049,0
197135,0
110685,1
3046,1
184455,0
16256,1
461946,0
235318,0
106748,1
461451,0
242160,0
456148,0
456773,0
183884,0
456582,0
48063,1
64798,1
12220,1
188656,0
40942,1
513030,1
13138,1
512955,1
456914,0
388523,1
203854,0
40336,1
14199,1
206877,0
72537,1
456460,0
466036,0
251841,0
215282,0
507068,1
165943,1
230695,0
463614,0
6687,1
238169,0
64699,1
241808,0
43729,1
248288,0
509662,1
450094,1
45529,1
124256,1
230065,0
193471,0
9373,1
187937,0
228194,0
461767,0
79125,1
197429,0
189648,0
91529,1
187514,0
194560,0
249416,0
460939,0
211841,0
241214,0
483187,1
183046,0
38737,1
255191,0
38248,1
160703,1
69492,1
213732,0
17165,1
22199,1
256748,0
34188,1
242891,0
234714,0
58349,1
477145,1
22947,1
67202,1
36954,1
256953,0
114367,1
513519,1
248575,0
497294,1
250171,0
221632,0
507784,1
506457,1
32427,1
1358,1
257333,0
465578,0
460728,0
217633,0
463505,0
211391,0
8666,1
211764,0
249047,0
216124,0
195789,0
256735,0
242141,0
235578,0
32563,1
59521,1
503190,1
18489,1
207457,0
248058,0
185977,0
204895,0
242656,0
32203,1
3747,1
211858,0
198166,0
456961,0
332441,1
465337,0
466201,0
475746,1
42329,1
246524,0
22083,1
9541,1
59610,1
504848,1
498021,1
241775,0
152641,1
501147,1
222400,0
15501,1
208725,0
241722,0
465354,0
61528,1
8672,1
455076,0
190631,0
233821,0
201819,0
508491,1
502919,1
231031,0
197158,0
465548,0
461031,0
32188,1
205804,0
511735,1
10549,1
34823,1
507582,1
255843,0
221187,0
481364,1
10417,1
235470,0
62564,1
240508,0
241694,0
497576,1
34601,1
208798,0
233440,0
215176,0
225131,0
15570,1
462393,0
183109,0
211744,0
252261,0
255503,0
219745,0
460434,0
237458,0
224760,0
195642,0
507739,1
68642,1
33285,1
222890,0
34123,1
11317,1
499425,1
36601,1
17674,1
212110,0
32337,1
513874,1
124251,1
236192,0
298413,1
6562,1
498449,1
236611,0
38044,1
18862,1
37824,1
78839,1
192686,0
456342,0
105945,1
462742,0
6783,1
227019,0
511117,1
39109,1
28118,1
10539,1
499475,1
239616,0
250200,0
183584,0
192134,0
211203,0
243589,0
40217,1
370983,1
189528,0
37243,1
507366,1
461391,0
194858,0
47501,1
209634,0
48728,1
206708,0
64439,1
477002,1
222065,0
222880,0
210400,0
60203,1
59239,1
186886,0
498775,1
214747,0
238772,0
228422,0
113852,1
182950,0
493,1
48704,1
196148,0
213894,0
11348,1
366266,1
461622,0
28987,1
458423,0
42426,1
515330,1
216116,0
512921,1
460228,0
11905,1
34009,1
251147,0
482872,1
109228,1
410725,1
112867,1
140998,1
82006,1
86455,1
249795,0
227280,0
501339,1
190837,0
480124,1
244428,0
20886,1
217507,0
255386,0
213751,0
184269,0
26942,1
243158,0
28727,1
24509,1
255908,0
175256,1
218646,0
206781,0
233253,0
106502,1
462871,0
97149,1
40474,1
475270,1
196041,0
10527,1
207301,0
9876,1
461010,0
188194,0
213091,0
478797,1
40579,1
5631,1
463944,0
184412,0
204058,0
6315,1
18541,1
214,1
228771,0
465384,0
217176,0
221007,0
19676,1
251805,0
192259,0
89203,1
187425,0
499869,1
203489,0
460769,0
21838,1
206357,0
32705,1
235594,0
233003,0
463455,0
207348,0
35917,1
190077,0
499598,1
257017,0
61150,1
41419,1
458774,0
218118,0
504221,1
7152,1
62477,1
3979,1
192043,0
479856,1
242969,0
193848,0
196908,0
99138,1
497359,1
149091,1
238256,0
201497,0
84279,1
77902,1
257797,0
204928,0
41783,1
480797,1
56313,1
193204,0
186505,0
26774,1
215398,0
2014,1
199236,0
8929,1
86537,1
212361,0
480992,1
236787,0
56976,1
502903,1
479732,1
115285,1
456970,0
26329,1
192036,0
182855,0
256752,0
25323,1
465815,0
196640,0
31853,1
23773,1
14210,1
134065,1
96535,1
26177,1
245947,0
237483,0
200026,0
224335,0
256736,0
456522,0
219882,0
59993,1
57522,1
31777,1
166312,1
379025,1
475175,1
30574,1
30188,1
32165,1
59675,1
206100,0
191462,0
237431,0
463751,0
228216,0
218629,0
215607,0
249602,0
183905,0
256734,0
60200,1
31190,1
459246,0
223092,0
55415,1
249947,0
54145,1
245593,0
230997,0
183344,0
232133,0
254585,0
25920,1
217699,0
40075,1
475202,1
464307,0
20484,1
196553,0
249410,0
207100,0
7166,1
33738,1
63377,1
38495,1
215644,0
249582,0
233265,0
33436,1
505461,1
481992,1
248442,0
480370,1
223011,0
183372,0
25589,1
238478,0
66319,1
97015,1
40781,1
255921,0
257851,0
42146,1
509302,1
245788,0
3508,1
90417,1
185656,0
207300,0
458485,0
188396,0
58993,1
163980,1
203709,0
224573,0
8895,1
197941,0
231334,0
66183,1
465008,0
204840,0
476398,1
508806,1
158154,1
1601,1
232541,0
246688,0
74860,1
253234,0
107779,1
46734,1
9848,1
220783,0
12734,1
256579,0
11371,1
44322,1
257528,0
232430,0
64934,1
43250,1
240699,0
221977,0
197518,0
64067,1
31514,1
268141,1
212785,0
252713,0
59960,1
195228,0
206590,0
245245,0
239380,0
511726,1
7288,1
1217,1
505305,1
459860,0
46605,1
18446,1
32617,1
195113,0
184719,0
27700,1
6980,1
482820,1
363591,1
47413,1
190235,0
27496,1
58733,1
106148,1
191894,0
326803,1
193791,0
23296,1
32001,1
25377,1
185596,0
208902,0
505465,1
194691,0
211030,0
21125,1
234946,0
47431,1
246793,0
510098,1
216845,0
191073,0
224286,0
48515,1
252197,0
217739,0
43011,1
229385,0
38205,1
14318,1
220779,0
23477,1
225090,0
199273,0
8028,1
199844,0
190846,0
29579,1
217194,0
231961,0
3649,1
4672,1
243094,0
62364,1
91932,1
19325,1
204663,0
242081,0
15299,1
412351,1
212330,0
215902,0
48243,1
103743,1
184816,0
239338,0
257315,0
3034,1
246207,0
198340,0
507849,1
458830,0
210109,0
38588,1
392832,1
200428,0
18025,1
16873,1
21179,1
42065,1
479226,1
191436,0
238305,0
58725,1
59241,1
199414,0
202319,0
458130,0
10933,1
10231,1
229688,0
510647,1
243330,0
12740,1
19879,1
40775,1
224310,0
157052,1
203037,0
61498,1
253298,0
39642,1
230168,0
212467,0
66105,1
224520,0
190811,0
477111,1
226518,0
56410,1
221586,0
7234,1
47204,1
499138,1
11250,1
131622,1
182504,1
62112,1
16106,1
151637,1
197802,0
221696,0
240675,0
45154,1
229875,0
227934,0
573,1
476755,1
231124,0
196441,0
54246,1
211955,0
64779,1
41035,1
248373,0
475090,1
223094,0
44145,1
201171,0
39317,1
465636,0
248133,0
44498,1
104253,1
96640,1
505917,1
210684,0
46537,1
456421,0
228234,0
63706,1
49660,1
153684,1
2930,1
459022,0
498971,1
202528,0
28460,1
203023,0
129316,1
248883,0
36535,1
195410,0
64026,1
218610,0
255260,0
245817,0
196581,0
479131,1
23087,1
241136,0
881,1
206794,0
249186,0
205595,0
222501,0
215134,0
34306,1
205857,0
196878,0
83312,1
189037,0
49630,1
240576,0
205549,0
43074,1
507434,1
183509,0
197414,0
247019,0
210828,0
460675,0
24588,1
203893,0
497323,1
57314,1
323546,1
505208,1
59781,1
58515,1
230830,0
478415,1
209670,0
96536,1
54293,1
32049,1
234143,0
26623,1
227327,0
460068,0
45063,1
243762,0
499155,1
224522,0
256498,0
19613,1
207929,0
962,1
10770,1
201646,0
205354,0
230431,0
185278,0
184320,0
19950,1
141768,1
505781,1
54118,1
459982,0
32095,1
242728,0
201299,0
502625,1
8162,1
13052,1
235398,0
175780,1
44501,1
35282,1
10589,1
92566,1
237011,0
60587,1
191568,0
510046,1
218926,0
507419,1
248106,0
253769,0
502709,1
8804,1
91889,1
50418,1
455133,0
244487,0
242765,0
464427,0
15479,1
64171,1
249443,0
32493,1
62975,1
223007,0
214440,0
33061,1
231281,0
54701,1
220230,0
60893,1
185682,0
460337,0
455433,0
504855,1
189576,0
509931,1
212555,0
25815,1
103940,1
193215,0
33991,1
24471,1
74313,1
32259,1
183781,0
85736,1
195359,0
480635,1
204746,0
186661,0
234495,0
184915,0
27255,1
111645,1
63232,1
242832,0
197280,0
202571,0
49451,1
212933,0
17796,1
255538,0
481699,1
459505,0
16877,1
511646,1
248069,0
42882,1
31944,1
89801,1
82263,1
227605,0
251490,0
257579,0
106032,1
249040,0
512827,1
248198,0
216280,0
23412,1
49311,1
46992,1
218823,0
460089,0
64261,1
251062,0
512521,1
51359,1
456385,0
218737,0
236818,0
497042,1
1005,1
479473,1
80292,1
196514,0
480519,1
247906,0
456654,0
231059,0
20091,1
49409,1
183066,0
222537,0
238272,0
99074,1
510469,1
502726,1
75033,1
24246,1
116126,1
250415,0
34826,1
198730,0
106776,1
20668,1
465099,0
60997,1
40546,1
232454,0
235744,0
188813,0
41550,1
475110,1
40757,1
217383,0
460073,0
478904,1
25328,1
239886,0
18280,1
96325,1
459181,0
194672,0
245197,0
215251,0
99629,1
255194,0
190172,0
250657,0
217119,0
47021,1
69580,1
220476,0
201368,0
58448,1
507554,1
1614,1
27879,1
99666,1
65978,1
196343,0
54757,1
58426,1
217245,0
216477,0
128564,1
35033,1
94231,1
238587,0
129998,1
209005,0
205775,0
524966,1
213259,0
41452,1
250729,0
60258,1
49016,1
460276,0
239507,0
213829,0
204324,0
215421,0
39491,1
59514,1
323580,1
513036,1
217628,0
1272,1
501855,1
255084,0
199771,0
44157,1
478377,1
208538,0
191157,0
209725,0
228487,0
8286,1
2045,1
7731,1
11345,1
254560,0
251013,0
190580,0
185510,0
463322,0
137549,1
237961,0
202966,0
34034,1
27558,1
212243,0
188707,0
58931,1
197284,0
466073,0
219867,0
505582,1
59689,1
32302,1
249190,0
36006,1
28377,1
73745,1
235123,0
208543,0
82327,1
196964,0
49573,1
509981,1
7015,1
58938,1
208083,0
19715,1
390588,1
232773,0
512903,1
186485,0
503221,1
186688,0
222628,0
190735,0
458560,0
196926,0
253819,0
395719,1
7422,1
509758,1
228321,0
224673,0
152649,1
243914,0
220025,0
64562,1
63021,1
250873,0
7423,1
460402,0
366927,1
8057,1
252690,0
123969,1
514804,1
214302,0
223999,0
48918,1
8944,1
221351,0
222408,0
234159,0
249254,0
118398,1
224502,0
218670,0
37215,1
203032,0
30719,1
210832,0
196149,0
19750,1
37168,1
34468,1
231108,0
202107,0
237986,0
500754,1
463836,0
32673,1
508138,1
230810,0
201108,0
212345,0
230870,0
208667,0
113863,1
62903,1
206476,0
150607,1
228357,0
48654,1
126658,1
225136,0
250622,0
17339,1
241053,0
36610,1
17565,1
83049,1
115364,1
21901,1
240608,0
114514,1
219652,0
34218,1
251073,0
113473,1
217837,0
346806,1
512424,1
235760,0
221339,0
6775,1
37844,1
498479,1
194445,0
219096,0
209861,0
37486,1
224441,0
206587,0
24295,1
499222,1
225326,0
506970,1
230802,0
183949,0
501046,1
205301,0
63177,1
239610,0
183487,0
21106,1
186205,0
188940,0
35478,1
58806,1
237761,0
32042,1
196133,0
106597,1
11966,1
431323,1
8795,1
62507,1
246228,0
500138,1
193129,0
63607,1
461798,0
498947,1
460724,0
207323,0
49910,1
210221,0
504973,1
45934,1
200881,0
185358,0
38057,1
14208,1
15168,1
208412,0
204286,0
204485,0
479204,1
496849,1
192038,0
235064,0
14577,1
476913,1
40895,1
238260,0
221976,0
192746,0
323589,1
1402,1
26131,1
241848,0
503555,1
234797,0
183105,0
187391,0
245790,0
49232,1
235312,0
501959,1
252870,0
506946,1
230525,0
88307,1
62473,1
10976,1
510877,1
255038,0
254639,0
4540,1
501988,1
232253,0
251867,0
500278,1
463767,0
255072,0
221259,0
47149,1
455383,0
49364,1
43677,1
80642,1
71960,1
250502,0
62601,1
15148,1
82881,1
475904,1
193306,0
457772,0
53974,1
215293,0
64481,1
461118,0
239983,0
192249,0
248248,0
217798,0
457815,0
49841,1
253472,0
239796,0
455727,0
465218,0
212474,0
222949,0
2331,1
157295,1
223006,0
219407,0
17907,1
465873,0
77416,1
94387,1
96571,1
227026,0
222564,0
481818,1
249668,0
31848,1
191963,0
57950,1
512213,1
93687,1
99986,1
56721,1
196560,0
244631,0
21271,1
223754,0
9933,1
10803,1
246781,0
249,1
53528,1
46446,1
47217,1
497839,1
504377,1
211872,0
509110,1
203081,0
54475,1
73343,1
39301,1
217861,0
238620,0
257336,0
233884,0
204159,0
514294,1
89169,1
219692,0
191809,0
6331,1
8193,1
221673,0
219031,0
231393,0
48496,1
251351,0
222247,0
59354,1
240991,0
17772,1
482863,1
45377,1
27300,1
33068,1
237589,0
208398,0
107569,1
16147,1
213920,0
211573,0
52958,1
211588,0
508865,1
211198,0
59428,1
509649,1
207571,0
226772,0
183417,0
72,1
50842,1
513602,1
477785,1
207770,0
247546,0
218198,0
197573,0
242003,0
228320,0
209141,0
30315,1
252185,0
245409,0
27698,1
38914,1
16906,1
479695,1
26326,1
124033,1
459454,0
52122,1
38021,1
40938,1
235886,0
11844,1
120865,1
37700,1
208144,0
46106,1
229592,0
463089,0
32002,1
456145,0
51958,1
146853,1
222023,0
26467,1
43382,1
191539,0
236322,0
98233,1
52224,1
462053,0
483219,1
227879,0
235253,0
210292,0
214750,0
20710,1
185438,0
247781,0
184890,0
46390,1
226155,0
42178,1
43257,1
451767,1
323566,1
242787,0
497544,1
478401,1
54517,1
218296,0
29953,1
508680,1
54837,1
23176,1
475953,1
239844,0
217255,0
244615,0
62066,1
224057,0
990,1
507676,1
99533,1
185976,0
513155,1
66344,1
7549,1
24278,1
35392,1
168482,1
34128,1
507501,1
49941,1
461067,0
12853,1
34770,1
230699,0
223199,0
39770,1
478097,1
53875,1
231955,0
223784,0
63479,1
78659,1
281,1
207857,0
110144,1
2500,1
194106,0
98411,1
241073,0
247711,0
462108,0
49494,1
459234,0
189334,0
200927,0
481482,1
3059,1
221794,0
6675,1
193037,0
240474,0
26814,1
63349,1
203865,0
256345,0
235031,0
191615,0
242183,0
8104,1
49642,1
498580,1
511716,1
229414,0
97317,1
45499,1
257349,0
316520,1
460116,0
455090,0
497166,1
185753,0
100856,1
85033,1
103110,1
247017,0
45037,1
501809,1
221206,0
455812,0
11168,1
103554,1
478379,1
384,1
21978,1
239944,0
31961,1
460230,0
10286,1
7064,1
496649,1
498320,1
197165,0
10471,1
217992,0
193849,0
31576,1
23640,1
6109,1
507999,1
238099,0
250638,0
465872,0
507410,1
64374,1
25493,1
191211,0
219922,0
200004,0
511575,1
514652,1
479329,1
455567,0
48428,1
475338,1
234489,0
221648,0
237865,0
257148,0
227968,0
219131,0
501277,1
191592,0
197189,0
55717,1
475401,1
284530,1
39195,1
36334,1
81052,1
514050,1
64493,1
108570,1
501723,1
228319,0
26053,1
237199,0
217410,0
14393,1
234756,0
224941,0
212740,0
4953,1
3644,1
40621,1
242218,0
23731,1
209678,0
16084,1
209335,0
15219,1
39113,1
242487,0
82067,1
246428,0
482324,1
203860,0
201971,0
43441,1
55467,1
96179,1
51113,1
187379,0
241706,0
242733,0
458403,0
248776,0
423117,1
255767,0
207427,0
190796,0
12826,1
57575,1
7359,1
501722,1
60766,1
42930,1
116393,1
244286,0
36246,1
29525,1
248670,0
16449,1
32219,1
206274,0
176372,1
223721,0
497192,1
237206,0
477154,1
251884,0
52504,1
42708,1
23034,1
475006,1
465983,0
11750,1
31201,1
32961,1
21111,1
197009,0
60,1
31086,1
197734,0
204898,0
459727,0
513964,1
442633,1
17969,1
4914,1
72088,1
213610,0
68560,1
15881,1
457419,0
478623,1
465184,0
18296,1
176708,1
463563,0
457133,0
36182,1
40357,1
239743,0
35352,1
16363,1
218190,0
240070,0
203906,0
328475,1
61818,1
247203,0
88183,1
14552,1
186154,0
511697,1
186243,0
256482,0
270228,1
510620,1
237600,0
15680,1
30698,1
43495,1
218270,0
42314,1
50080,1
512776,1
466215,0
24985,1
30124,1
10305,1
212802,0
16158,1
464464,0
49833,1
226055,0
11276,1
222429,0
97670,1
186490,0
11828,1
246641,0
30298,1
506544,1
4431,1
7589,1
982,1
185663,0
25378,1
167015,1
129892,1
57979,1
256335,0
222784,0
209168,0
82350,1
34606,1
213238,0
203200,0
33443,1
251028,0
248636,0
612220,1
56134,1
475281,1
39509,1
38043,1
238897,0
34581,1
213039,0
226069,0
29099,1
195943,0
245149,0
196500,0
215725,0
458875,0
204117,0
459245,0
477225,1
170651,1
48308,1
261632,1
377053,1
224549,0
49289,1
232693,0
220605,0
511161,1
20443,1
462957,0
56684,1
35785,1
237786,0
46621,1
55936,1
102097,1
459278,0
463846,0
13197,1
190672,0
483113,1
228026,0
224514,0
57863,1
73438,1
192195,0
24625,1
90566,1
221653,0
246528,0
256565,0
46516,1
498638,1
319810,1
104985,1
228151,0
503858,1
231400,0
224670,0
194211,0
507627,1
25395,1
466274,0
460980,0
506730,1
142585,1
16462,1
90734,1
250413,0
24814,1
210922,0
41649,1
233882,0
23429,1
194925,0
6886,1
505094,1
23214,1
43138,1
218276,0
48007,1
226660,0
20020,1
30823,1
158838,1
95446,1
248494,0
477093,1
245242,0
102985,1
10852,1
212825,0
227701,0
188486,0
54291,1
18576,1
96786,1
226703,0
253053,0
61547,1
223723,0
215147,0
202564,0
100255,1
202452,0
389726,1
478409,1
187958,0
187189,0
253110,0
464631,0
226188,0
201872,0
45001,1
208571,0
510659,1
476861,1
192163,0
25680,1
108823,1
200597,0
234734,0
47331,1
224034,0
243751,0
230370,0
3220,1
57329,1
14912,1
243708,0
256704,0
102030,1
44587,1
38367,1
206691,0
226108,0
233181,0
241258,0
459279,0
481261,1
204467,0
191816,0
211163,0
226277,0
56418,1
47618,1
233219,0
481954,1
236673,0
21506,1
215940,0
25792,1
74715,1
218346,0
218575,0
223896,0
229275,0
223664,0
405498,1
256153,0
220369,0
460301,0
84607,1
206499,0
20459,1
501971,1
190858,0
250052,0
57730,1
191979,0
2511,1
30330,1
223065,0
459380,0
455141,0
189523,0
184208,0
206414,0
55617,1
220684,0
508075,1
251350,0
3020,1
22713,1
27942,1
46125,1
39769,1
226691,0
257068,0
210671,0
188699,0
101492,1
234208,0
507520,1
222257,0
94864,1
502296,1
5444,1
71312,1
3743,1
71544,1
177238,1
12662,1
195794,0
245006,0
233264,0
211337,0
213097,0
223114,0
209365,0
237616,0
504532,1
49659,1
211857,0
221557,0
238621,0
249391,0
7933,1
514582,1
189048,0
508177,1
57688,1
195287,0
480352,1
251683,0
224533,0
509014,1
21017,1
201744,0
190044,0
508367,1
183837,0
3413,1
7219,1
514392,1
221073,0
230689,0
513528,1
28050,1
455512,0
240368,0
202996,0
185858,0
463314,0
56259,1
251038,0
225757,0
461018,0
230084,0
371365,1
210190,0
85822,1
54159,1
177461,1
249632,0
78402,1
131763,1
5693,1
497972,1
99331,1
108757,1
192737,0
463785,0
1989,1
198943,0
217130,0
462131,0
253864,0
10500,1
42230,1
25522,1
221364,0
229140,0
187049,0
195838,0
208368,0
108522,1
502046,1
250893,0
185458,0
215731,0
247265,0
133906,1
111771,1
42875,1
18736,1
12025,1
209767,0
191747,0
12311,1
253015,0
20889,1
220941,0
97011,1
55428,1
21448,1
478100,1
475926,1
228025,0
241842,0
84447,1
87941,1
253591,0
227690,0
221089,0
236323,0
475839,1
222041,0
51778,1
238640,0
508497,1
232520,0
455003,0
458672,0
497593,1
227040,0
246423,0
200483,0
209899,0
204262,0
458587,0
223412,0
458095,0
462909,0
64192,1
190878,0
198006,0
728,1
32029,1
200248,0
55650,1
510850,1
107259,1
194982,0
503003,1
242631,0
238590,0
501965,1
511957,1
246653,0
238010,0
233361,0
459079,0
239339,0
252932,0
49590,1
33362,1
82642,1
231975,0
35996,1
28139,1
6003,1
197111,0
92460,1
222995,0
480325,1
61365,1
27311,1
222102,0
240645,0
189818,0
459010,0
14089,1
39750,1
13889,1
10150,1
99416,1
80758,1
223228,0
252835,0
244623,0
232511,0
48549,1
514519,1
213959,0
124523,1
247072,0
196999,0
95875,1
509446,1
464910,0
460892,0
223145,0
211181,0
84759,1
188745,0
391670,1
251328,0
238819,0
503305,1
230102,0
227834,0
79312,1
499427,1
195100,0
220273,0
211461,0
248701,0
16984,1
197363,0
460954,0
29857,1
510191,1
189183,0
456913,0
14001,1
190942,0
458075,0
200407,0
502592,1
244243,0
236277,0
505692,1
52578,1
206988,0
183629,0
458192,0
510816,1
256189,0
60137,1
503961,1
26222,1
204781,0
257059,0
500535,1
386035,1
197415,0
241976,0
22439,1
190389,0
458991,0
58775,1
22969,1
46801,1
506790,1
151428,1
210713,0
66757,1
212032,0
184089,0
245110,0
479905,1
503389,1
237372,0
91066,1
203803,0
56985,1
482903,1
42709,1
508196,1
219941,0
81420,1
2124,1
81428,1
17805,1
48255,1
217573,0
5304,1
37703,1
85501,1
208641,0
2544,1
233967,0
192992,0
254929,0
243786,0
246094,0
255857,0
3070,1
359976,1
82845,1
255758,0
496696,1
23986,1
192685,0
31816,1
207885,0
231981,0
225887,0
48314,1
456025,0
114930,1
28978,1
459140,0
228250,0
31220,1
12121,1
502012,1
201159,0
187848,0
204307,0
229049,0
210690,0
63155,1
7147,1
211224,0
212911,0
34724,1
466041,0
30248,1
242449,0
63122,1
19666,1
464984,0
229386,0
221058,0
508957,1
461509,0
496947,1
5216,1
460746,0
64226,1
201435,0
45373,1
196319,0
251012,0
217032,0
234841,0
461629,0
185606,0
242780,0
512027,1
83648,1
211453,0
53706,1
8241,1
14464,1
374120,1
461435,0
507205,1
86418,1
222416,0
47542,1
457123,0
184573,0
482844,1
499818,1
13200,1
247551,0
184250,0
5835,1
208874,0
232901,0
66416,1
58722,1
217819,0
1834,1
197743,0
213585,0
257102,0
